,Previous_Gpa,Stress_Level,Mental_Health_Rating,Dropout_Risk,Exam_Score,Results
37978,3.15,5.2,4.5,No,89,Pass
37979,4.0,6.1,4.4,No,100,Pass
37980,3.22,5.4,9.2,No,76,Pass
37981,3.51,6.3,4.6,No,92,Pass
37982,2.87,4.7,8.5,No,77,Pass
37983,3.72,2.1,10.0,No,98,Pass
37984,4.0,7.9,6.5,No,97,Pass
37985,3.79,6.9,4.9,No,96,Pass
37986,2.75,3.9,6.0,No,73,Pass
37987,3.4,9.1,6.9,No,99,Pass
37988,4.0,8.1,9.3,Yes,100,Pass
37989,3.19,6.5,7.0,No,74,Pass
37990,4.0,2.6,4.4,No,97,Pass
37991,4.0,4.8,9.3,No,90,Pass
37992,3.47,3.0,7.5,No,86,Pass
37993,4.0,6.8,5.1,No,96,Pass
37994,3.31,6.2,5.9,No,83,Pass
37995,3.28,2.3,7.3,No,88,Pass
37996,3.79,6.7,3.9,No,99,Pass
37997,4.0,5.1,10.0,No,100,Pass
37998,2.86,3.3,6.9,No,73,Pass
37999,3.57,1.2,5.7,No,90,Pass
38000,3.76,6.9,7.3,No,90,Pass
38001,4.0,5.6,10.0,No,97,Pass
38002,3.59,5.6,8.6,No,90,Pass
38003,4.0,6.0,7.0,No,100,Pass
38004,2.45,5.4,5.4,No,65,Pass
38005,2.87,5.5,5.4,No,67,Pass
38006,4.0,3.5,9.3,No,100,Pass
38007,4.0,2.5,8.0,No,99,Pass
38008,3.02,8.3,6.5,No,74,Pass
38009,4.0,2.5,7.2,No,100,Pass
38010,3.04,7.0,8.4,No,84,Pass
38011,3.34,1.5,9.5,No,79,Pass
38012,4.0,3.9,4.9,No,94,Pass
38013,2.4,8.3,4.3,No,65,Pass
38014,4.0,7.5,2.9,No,100,Pass
38015,4.0,6.9,9.7,No,96,Pass
38016,4.0,5.9,8.4,No,93,Pass
38017,3.64,2.0,9.6,No,94,Pass
38018,3.26,5.8,6.6,No,74,Pass
38019,4.0,6.5,5.8,No,100,Pass
38020,2.54,10.0,5.6,No,59,Pass
38021,3.5,4.5,6.4,No,79,Pass
38022,3.41,4.8,8.6,No,85,Pass
38023,4.0,3.0,5.7,No,100,Pass
38024,2.23,6.0,6.5,No,53,Pass
38025,4.0,6.1,6.4,No,100,Pass
38026,2.84,5.2,5.9,No,75,Pass
38027,4.0,4.0,10.0,No,96,Pass
38028,4.0,4.5,8.0,No,92,Pass
38029,2.79,3.9,5.4,No,73,Pass
38030,4.0,3.4,10.0,No,100,Pass
38031,4.0,4.5,8.6,No,100,Pass
38032,3.37,7.0,7.0,No,89,Pass
38033,4.0,2.8,7.6,No,100,Pass
38034,4.0,4.7,6.2,No,100,Pass
38035,4.0,3.3,3.9,No,100,Pass
38036,3.44,5.5,8.0,No,88,Pass
38037,3.74,8.4,6.5,Yes,98,Pass
38038,4.0,4.0,4.2,No,100,Pass
38039,2.75,1.0,6.5,No,62,Pass
38040,4.0,4.8,8.7,No,100,Pass
38041,3.99,10.0,6.3,No,100,Pass
38042,3.72,7.6,1.5,No,98,Pass
38043,3.55,4.1,6.4,No,89,Pass
38044,4.0,4.0,7.5,No,99,Pass
38045,2.5,6.7,8.9,No,55,Pass
38046,4.0,7.2,10.0,No,95,Pass
38047,4.0,2.0,4.6,No,100,Pass
38048,3.58,2.6,5.6,No,91,Pass
38049,4.0,2.6,6.8,No,97,Pass
38050,4.0,2.5,4.0,No,99,Pass
38051,4.0,4.8,7.9,No,100,Pass
38052,3.86,6.6,6.0,No,94,Pass
38053,2.41,3.6,6.1,No,59,Pass
38054,4.0,4.3,6.4,No,100,Pass
38055,3.6,5.5,9.5,No,85,Pass
38056,4.0,5.4,8.8,No,100,Pass
38057,3.01,6.1,7.0,No,71,Pass
38058,3.71,2.8,4.7,No,98,Pass
38059,3.85,4.2,6.4,No,90,Pass
38060,3.76,1.0,6.7,No,97,Pass
38061,4.0,3.4,8.3,No,100,Pass
38062,4.0,1.0,8.9,No,100,Pass
38063,2.91,1.0,6.6,No,77,Pass
38064,4.0,4.6,8.7,No,100,Pass
38065,4.0,3.6,7.9,No,92,Pass
38066,4.0,3.9,9.2,No,100,Pass
38067,3.37,5.9,6.7,No,84,Pass
38068,4.0,5.0,6.3,No,100,Pass
38069,2.85,2.8,10.0,No,72,Pass
38070,4.0,3.3,7.1,No,100,Pass
38071,4.0,2.3,5.3,No,97,Pass
38072,4.0,1.0,8.2,No,94,Pass
38073,4.0,1.7,8.5,No,100,Pass
38074,4.0,5.7,5.9,No,97,Pass
38075,4.0,7.2,8.6,No,100,Pass
38076,4.0,7.6,7.9,No,100,Pass
38077,4.0,7.6,8.9,No,95,Pass
38078,3.46,6.5,5.7,No,73,Pass
38079,4.0,7.4,5.9,No,100,Pass
38080,4.0,5.5,5.5,No,100,Pass
38081,4.0,4.0,8.9,No,100,Pass
38082,3.72,8.4,6.5,No,95,Pass
38083,2.51,7.5,4.4,No,61,Pass
38084,3.63,6.5,5.1,No,86,Pass
38085,4.0,3.7,5.9,No,100,Pass
38086,3.91,6.2,7.0,No,100,Pass
38087,3.22,4.5,6.8,No,82,Pass
38088,3.23,4.1,9.8,No,79,Pass
38089,3.59,5.1,9.2,No,94,Pass
38090,3.56,8.1,6.1,No,81,Pass
38091,2.52,6.0,4.1,No,73,Pass
38092,4.0,7.0,6.1,No,100,Pass
38093,4.0,3.7,10.0,No,100,Pass
38094,3.98,1.0,6.1,No,100,Pass
38095,3.71,5.7,6.6,No,93,Pass
38096,4.0,7.3,4.5,No,93,Pass
38097,4.0,3.9,7.5,No,100,Pass
38098,3.22,5.1,6.0,No,80,Pass
38099,4.0,3.6,7.9,No,98,Pass
38100,4.0,4.1,7.6,No,100,Pass
38101,3.32,3.6,5.7,No,77,Pass
38102,4.0,1.8,5.3,No,100,Pass
38103,4.0,6.0,10.0,No,100,Pass
38104,2.94,4.8,8.3,No,68,Pass
38105,4.0,4.7,9.5,No,96,Pass
38106,4.0,4.0,8.0,No,95,Pass
38107,3.55,2.8,6.0,No,90,Pass
38108,4.0,8.9,3.4000000000000004,No,93,Pass
38109,3.75,2.2,8.4,No,92,Pass
38110,3.1,4.6,6.3,No,79,Pass
38111,1.94,7.9,6.1,No,49,Fail
38112,3.59,4.9,6.4,No,97,Pass
38113,2.96,10.0,6.1,No,77,Pass
38114,3.59,2.6,6.8,No,95,Pass
38115,2.88,5.3,5.3,No,71,Pass
38116,4.0,4.2,9.7,No,94,Pass
38117,2.97,4.1,8.7,No,72,Pass
38118,4.0,5.5,10.0,No,100,Pass
38119,3.6,1.5,6.3,No,78,Pass
38120,3.35,6.8,6.6,No,83,Pass
38121,3.49,8.2,1.7000000000000002,Yes,82,Pass
38122,4.0,6.0,9.4,No,97,Pass
38123,3.77,4.7,6.7,No,97,Pass
38124,2.52,6.8,8.5,No,67,Pass
38125,4.0,4.8,8.0,No,100,Pass
38126,3.94,9.6,1.1,No,95,Pass
38127,3.7,4.9,6.6,No,91,Pass
38128,3.39,1.8,9.7,No,83,Pass
38129,2.74,5.9,7.4,No,59,Pass
38130,4.0,3.4,9.0,No,93,Pass
38131,3.15,1.7,4.6,No,77,Pass
38132,3.99,7.8,8.2,No,93,Pass
38133,2.79,9.8,9.0,No,68,Pass
38134,4.0,6.9,8.6,No,96,Pass
38135,4.0,6.3,6.5,No,100,Pass
38136,4.0,7.4,6.1,No,100,Pass
38137,4.0,5.6,6.9,No,96,Pass
38138,4.0,5.3,9.1,No,97,Pass
38139,2.44,1.0,9.0,No,62,Pass
38140,4.0,7.2,1.0,No,100,Pass
38141,2.97,3.9,8.2,No,73,Pass
38142,2.86,4.1,4.2,No,72,Pass
38143,4.0,5.9,4.2,No,100,Pass
38144,3.13,5.2,8.2,No,87,Pass
38145,3.94,7.0,5.2,No,94,Pass
38146,3.6,2.6,6.1,No,98,Pass
38147,4.0,4.9,10.0,No,98,Pass
38148,4.0,3.1,5.4,No,100,Pass
38149,3.19,5.2,5.7,No,79,Pass
38150,4.0,4.7,6.5,No,100,Pass
38151,4.0,4.2,6.5,No,100,Pass
38152,4.0,5.0,5.4,No,100,Pass
38153,3.42,8.0,7.0,No,81,Pass
38154,4.0,6.8,9.1,No,100,Pass
38155,3.75,6.4,8.4,No,86,Pass
38156,2.85,7.1,5.4,No,72,Pass
38157,4.0,4.3,6.5,No,97,Pass
38158,4.0,2.9,4.6,No,96,Pass
38159,4.0,5.3,6.0,No,100,Pass
38160,4.0,2.5,7.6,No,93,Pass
38161,3.87,1.3,4.2,No,91,Pass
38162,3.84,4.1,5.1,No,100,Pass
38163,4.0,4.4,7.7,No,99,Pass
38164,4.0,4.3,7.4,No,96,Pass
38165,3.16,1.0,8.5,No,85,Pass
38166,4.0,4.7,7.4,No,100,Pass
38167,3.4,4.0,7.7,No,77,Pass
38168,3.64,8.1,2.6,No,93,Pass
38169,4.0,9.6,7.9,Yes,95,Pass
38170,4.0,5.9,4.7,No,96,Pass
38171,3.08,4.5,7.1,No,79,Pass
38172,3.13,1.0,6.1,No,72,Pass
38173,3.91,6.8,7.6,No,100,Pass
38174,3.54,6.9,7.9,No,89,Pass
38175,3.16,9.2,7.4,Yes,86,Pass
38176,4.0,6.2,9.2,No,100,Pass
38177,2.87,8.5,6.7,No,68,Pass
38178,4.0,4.7,6.2,No,98,Pass
38179,3.34,4.5,6.5,No,81,Pass
38180,3.65,5.7,8.7,No,90,Pass
38181,4.0,4.9,7.7,No,98,Pass
38182,3.46,3.7,7.3,No,87,Pass
38183,3.92,6.5,8.9,No,100,Pass
38184,2.83,8.7,4.5,No,75,Pass
38185,4.0,5.5,6.8,No,100,Pass
38186,4.0,6.8,4.9,No,98,Pass
38187,3.73,3.3,5.8,No,96,Pass
38188,4.0,4.0,10.0,No,100,Pass
38189,4.0,2.7,5.4,No,100,Pass
38190,4.0,4.9,9.3,No,100,Pass
38191,3.39,4.5,9.4,No,85,Pass
38192,3.5,1.6,4.3,No,91,Pass
38193,3.57,1.9,2.9,No,89,Pass
38194,2.94,5.4,8.1,No,78,Pass
38195,4.0,7.4,2.7,No,100,Pass
38196,4.0,3.3,8.0,No,82,Pass
38197,4.0,6.7,5.3,No,100,Pass
38198,3.69,4.7,6.4,No,86,Pass
38199,3.8,1.9,8.3,No,98,Pass
38200,3.86,7.1,7.199999999999999,No,91,Pass
38201,2.95,5.0,9.2,No,64,Pass
38202,4.0,6.8,10.0,No,100,Pass
38203,4.0,2.2,4.9,No,100,Pass
38204,4.0,2.2,3.4,No,100,Pass
38205,3.73,5.9,7.0,No,99,Pass
38206,4.0,3.2,9.5,No,100,Pass
38207,4.0,2.7,8.9,No,94,Pass
38208,3.11,6.2,8.9,No,74,Pass
38209,3.34,3.8,4.3,No,74,Pass
38210,4.0,5.1,9.7,No,100,Pass
38211,3.85,5.0,7.9,No,93,Pass
38212,4.0,5.1,3.5,No,100,Pass
38213,3.25,7.3,7.6,No,83,Pass
38214,4.0,2.9,5.9,No,100,Pass
38215,3.31,8.5,9.1,No,89,Pass
38216,4.0,1.0,7.2,No,100,Pass
38217,4.0,3.2,10.0,No,95,Pass
38218,3.7,6.3,10.0,No,79,Pass
38219,4.0,5.9,8.0,No,100,Pass
38220,3.01,8.0,6.6,No,74,Pass
38221,3.98,2.9,5.5,No,100,Pass
38222,3.67,6.1,5.6,No,95,Pass
38223,3.54,8.1,6.3,No,79,Pass
38224,3.28,6.6,2.9,No,87,Pass
38225,3.63,5.0,5.3,No,99,Pass
38226,3.0,4.7,6.5,No,78,Pass
38227,3.14,3.7,5.7,No,81,Pass
38228,3.68,6.2,6.3,No,100,Pass
38229,2.66,4.9,3.8,No,70,Pass
38230,3.83,8.7,3.1,No,94,Pass
38231,3.87,7.4,5.7,No,100,Pass
38232,2.75,4.3,7.5,No,62,Pass
38233,2.85,8.0,4.7,No,66,Pass
38234,3.64,3.4,6.8,No,97,Pass
38235,4.0,2.5,8.6,No,100,Pass
38236,3.99,6.1,6.7,No,94,Pass
38237,3.67,7.8,9.2,No,92,Pass
38238,3.54,8.2,5.0,No,89,Pass
38239,3.24,3.0,8.0,No,84,Pass
38240,3.49,6.9,5.8,No,85,Pass
38241,3.86,5.2,5.8,No,97,Pass
38242,4.0,4.4,2.5,No,99,Pass
38243,2.51,5.2,7.8,No,61,Pass
38244,3.67,7.9,8.0,No,98,Pass
38245,3.27,6.5,7.7,No,84,Pass
38246,3.99,8.1,7.4,No,100,Pass
38247,2.79,5.5,8.5,No,67,Pass
38248,3.33,3.5,8.7,No,90,Pass
38249,3.14,8.3,5.2,Yes,79,Pass
38250,3.61,5.3,7.3,No,91,Pass
38251,3.14,5.1,6.6,No,82,Pass
38252,4.0,4.3,9.0,No,85,Pass
38253,3.03,5.3,6.8,No,78,Pass
38254,3.96,6.4,7.6,No,100,Pass
38255,3.61,3.9,3.9,No,93,Pass
38256,3.61,7.3,4.6,No,96,Pass
38257,2.93,4.3,7.1,No,72,Pass
38258,4.0,3.8,5.2,No,100,Pass
38259,3.91,4.0,7.8,No,88,Pass
38260,2.84,2.5,5.8,No,70,Pass
38261,3.36,6.0,5.2,No,83,Pass
38262,4.0,5.1,8.5,No,100,Pass
38263,4.0,8.9,5.8,No,100,Pass
38264,4.0,6.9,5.2,No,100,Pass
38265,3.1,7.6,6.8,No,83,Pass
38266,4.0,4.1,6.6,No,96,Pass
38267,3.2,3.8,5.8,No,84,Pass
38268,4.0,4.3,5.8,No,94,Pass
38269,4.0,6.2,6.1,No,98,Pass
38270,3.4,4.7,7.7,No,85,Pass
38271,3.01,5.2,5.6,No,73,Pass
38272,4.0,3.7,7.3,No,100,Pass
38273,2.96,5.2,4.4,No,75,Pass
38274,3.5,2.0,4.3,No,99,Pass
38275,3.19,4.2,4.6,No,86,Pass
38276,3.11,1.3,8.9,No,73,Pass
38277,3.55,10.0,6.6,Yes,95,Pass
38278,3.99,3.5,4.3,No,100,Pass
38279,4.0,2.7,7.3,No,95,Pass
38280,4.0,6.7,7.5,No,98,Pass
38281,2.86,7.0,6.4,No,82,Pass
38282,4.0,7.5,6.0,No,100,Pass
38283,4.0,3.2,4.9,No,100,Pass
38284,4.0,5.2,5.3,No,100,Pass
38285,4.0,6.5,4.8,No,93,Pass
38286,4.0,4.6,5.9,No,100,Pass
38287,4.0,1.6,6.3,No,100,Pass
38288,3.99,3.7,6.0,No,88,Pass
38289,3.4,3.6,7.0,No,85,Pass
38290,4.0,7.4,4.8,No,100,Pass
38291,4.0,7.5,5.1,No,100,Pass
38292,3.39,4.5,4.1,No,77,Pass
38293,3.72,3.8,5.4,No,100,Pass
38294,2.95,3.8,6.4,No,74,Pass
38295,2.67,5.2,6.8,No,67,Pass
38296,3.51,6.7,8.4,No,89,Pass
38297,3.72,4.6,8.6,No,86,Pass
38298,4.0,4.7,5.4,No,99,Pass
38299,4.0,5.6,6.9,No,100,Pass
38300,4.0,5.5,8.6,No,93,Pass
38301,3.69,5.0,8.0,No,92,Pass
38302,4.0,6.6,5.4,No,100,Pass
38303,4.0,3.9,8.1,No,97,Pass
38304,2.96,6.8,5.5,No,74,Pass
38305,3.64,2.7,9.8,No,94,Pass
38306,4.0,5.5,6.9,No,100,Pass
38307,4.0,5.4,8.7,No,86,Pass
38308,3.18,4.6,7.0,No,74,Pass
38309,4.0,5.8,8.4,No,100,Pass
38310,4.0,6.6,6.4,No,100,Pass
38311,4.0,6.7,9.1,No,98,Pass
38312,3.72,3.9,2.4,No,91,Pass
38313,4.0,1.3,8.1,No,98,Pass
38314,3.7,6.5,7.4,No,85,Pass
38315,2.87,5.8,9.2,No,67,Pass
38316,3.99,5.0,5.9,No,91,Pass
38317,3.58,6.5,10.0,No,94,Pass
38318,3.55,3.8,8.9,No,81,Pass
38319,3.69,5.1,3.2,No,95,Pass
38320,3.12,6.3,2.2,No,76,Pass
38321,3.91,4.2,6.3,No,90,Pass
38322,3.75,7.9,5.9,No,90,Pass
38323,4.0,7.5,4.9,No,100,Pass
38324,4.0,2.0,5.4,No,100,Pass
38325,4.0,4.8,5.7,No,94,Pass
38326,2.96,3.6,7.8,No,73,Pass
38327,3.52,5.0,4.8,No,90,Pass
38328,3.94,8.7,5.8,No,95,Pass
38329,4.0,3.0,9.2,No,94,Pass
38330,3.49,1.7,5.9,No,85,Pass
38331,3.19,1.7,8.8,No,76,Pass
38332,3.87,8.0,6.7,No,94,Pass
38333,3.34,4.2,7.8,No,75,Pass
38334,2.57,5.3,5.9,No,52,Pass
38335,3.05,3.9,6.6,No,66,Pass
38336,2.71,3.5,10.0,No,68,Pass
38337,4.0,5.4,6.5,No,97,Pass
38338,3.55,3.8,8.6,No,88,Pass
38339,4.0,5.7,7.3,No,96,Pass
38340,2.67,4.9,10.0,No,64,Pass
38341,3.94,5.0,4.1,No,100,Pass
38342,4.0,5.5,7.6,No,96,Pass
38343,2.87,5.0,6.9,No,71,Pass
38344,3.53,8.2,4.1,No,88,Pass
38345,4.0,1.8,8.2,No,92,Pass
38346,3.21,6.4,5.3,No,90,Pass
38347,3.68,6.4,6.1,No,95,Pass
38348,4.0,3.0,10.0,No,100,Pass
38349,3.39,5.1,10.0,No,82,Pass
38350,3.71,4.3,6.3,No,92,Pass
38351,2.58,8.0,3.6,No,69,Pass
38352,4.0,1.0,6.7,No,99,Pass
38353,4.0,6.5,7.6,No,100,Pass
38354,4.0,6.1,5.5,No,100,Pass
38355,3.23,3.4,10.0,No,88,Pass
38356,3.84,4.7,8.3,No,92,Pass
38357,4.0,5.4,6.1,No,100,Pass
38358,2.58,9.5,6.2,Yes,69,Pass
38359,4.0,6.3,4.4,No,98,Pass
38360,2.76,3.9,5.3,No,70,Pass
38361,3.51,7.4,4.8,No,88,Pass
38362,4.0,4.9,7.7,No,95,Pass
38363,4.0,5.9,5.1,No,95,Pass
38364,4.0,3.3,5.8,No,98,Pass
38365,3.42,1.8,10.0,No,78,Pass
38366,2.8,6.6,8.5,No,75,Pass
38367,3.24,3.3,10.0,No,86,Pass
38368,4.0,1.6,8.8,No,100,Pass
38369,3.4,7.9,6.4,No,89,Pass
38370,4.0,5.2,7.1,No,100,Pass
38371,2.97,4.5,9.0,No,74,Pass
38372,4.0,7.2,9.4,No,100,Pass
38373,4.0,5.2,4.1,No,98,Pass
38374,4.0,3.6,4.9,No,99,Pass
38375,3.89,1.1,5.0,No,100,Pass
38376,3.9,2.0,6.5,No,98,Pass
38377,4.0,4.8,8.6,No,97,Pass
38378,4.0,5.1,9.0,No,100,Pass
38379,4.0,5.4,6.0,No,96,Pass
38380,2.66,7.2,5.6,No,60,Pass
38381,4.0,3.4,7.9,No,100,Pass
38382,3.22,8.0,7.5,No,77,Pass
38383,4.0,5.3,7.0,No,100,Pass
38384,3.08,4.9,6.4,No,82,Pass
38385,4.0,5.0,6.6,No,100,Pass
38386,2.94,2.7,6.3,No,71,Pass
38387,3.09,3.2,4.7,No,88,Pass
38388,3.4,7.2,5.1,No,80,Pass
38389,4.0,4.8,6.6,No,94,Pass
38390,2.26,6.2,5.6,No,61,Pass
38391,3.18,1.0,8.4,No,91,Pass
38392,3.24,3.9,6.6,No,88,Pass
38393,4.0,3.0,5.3,No,100,Pass
38394,4.0,7.2,9.1,No,100,Pass
38395,3.45,4.0,8.6,No,87,Pass
38396,3.75,3.2,7.3,No,92,Pass
38397,4.0,2.4,8.6,No,97,Pass
38398,4.0,3.7,6.1,No,99,Pass
38399,3.08,3.7,6.5,No,75,Pass
38400,4.0,4.8,5.7,No,97,Pass
38401,3.13,1.8,4.1,No,83,Pass
38402,3.58,2.8,10.0,No,89,Pass
38403,4.0,4.3,7.9,No,100,Pass
38404,3.25,6.7,4.0,No,81,Pass
38405,3.43,8.0,5.1,No,87,Pass
38406,3.17,2.0,7.7,No,72,Pass
38407,4.0,3.7,5.9,No,100,Pass
38408,3.41,4.4,7.4,No,77,Pass
38409,3.51,3.5,6.2,No,80,Pass
38410,4.0,5.2,8.7,No,92,Pass
38411,3.14,3.8,10.0,No,85,Pass
38412,3.95,4.7,9.7,No,100,Pass
38413,3.56,7.6,3.0,No,90,Pass
38414,4.0,4.3,6.2,No,100,Pass
38415,2.89,5.0,9.1,No,68,Pass
38416,3.24,2.9,10.0,No,80,Pass
38417,3.75,6.2,3.0,No,84,Pass
38418,3.54,4.5,7.1,No,87,Pass
38419,3.66,6.5,9.2,No,98,Pass
38420,4.0,6.0,8.8,No,100,Pass
38421,4.0,7.8,4.7,No,100,Pass
38422,4.0,7.0,3.1,No,93,Pass
38423,4.0,4.9,6.0,No,98,Pass
38424,3.3,5.8,4.9,No,78,Pass
38425,4.0,2.9,5.3,No,100,Pass
38426,4.0,1.9,7.7,No,100,Pass
38427,3.63,6.8,6.0,No,91,Pass
38428,2.48,6.0,5.1,No,63,Pass
38429,4.0,2.5,4.3,No,100,Pass
38430,4.0,5.5,7.2,No,98,Pass
38431,4.0,3.4,6.2,No,99,Pass
38432,3.22,4.2,6.8,No,76,Pass
38433,3.8,6.1,4.7,No,96,Pass
38434,3.51,4.1,4.5,No,92,Pass
38435,4.0,8.5,3.5,No,99,Pass
38436,4.0,3.3,7.0,No,98,Pass
38437,4.0,8.9,5.4,No,100,Pass
38438,4.0,2.9,10.0,No,99,Pass
38439,3.19,4.5,4.7,No,79,Pass
38440,4.0,5.7,9.6,No,96,Pass
38441,4.0,9.3,5.6,No,99,Pass
38442,3.36,6.9,6.4,No,84,Pass
38443,3.23,5.8,9.8,No,70,Pass
38444,4.0,3.9,7.4,No,100,Pass
38445,4.0,4.0,5.8,No,95,Pass
38446,4.0,4.2,4.0,No,96,Pass
38447,3.61,6.5,7.9,No,91,Pass
38448,3.55,9.8,7.9,No,85,Pass
38449,3.25,4.4,5.4,No,83,Pass
38450,2.93,6.7,4.0,No,66,Pass
38451,3.41,7.4,6.5,No,89,Pass
38452,4.0,1.6,7.4,No,92,Pass
38453,4.0,5.0,7.1,No,100,Pass
38454,3.88,4.8,7.2,No,97,Pass
38455,4.0,4.5,8.3,No,94,Pass
38456,3.03,6.0,3.9,No,76,Pass
38457,4.0,1.7,7.8,No,100,Pass
38458,3.21,3.8,5.2,No,73,Pass
38459,2.92,4.2,6.7,No,72,Pass
38460,3.08,4.5,6.0,No,83,Pass
38461,2.78,5.5,9.0,No,63,Pass
38462,4.0,1.0,5.6,No,100,Pass
38463,4.0,7.2,6.2,No,95,Pass
38464,3.59,5.6,8.5,No,92,Pass
38465,3.3,7.3,5.3,No,82,Pass
38466,3.29,6.8,5.1,No,79,Pass
38467,4.0,3.2,10.0,No,95,Pass
38468,4.0,1.2,3.3,No,100,Pass
38469,4.0,2.5,6.4,No,96,Pass
38470,2.54,8.0,5.2,No,58,Pass
38471,2.71,4.1,5.0,No,59,Pass
38472,3.28,4.8,7.8,No,85,Pass
38473,4.0,3.9,2.2,No,100,Pass
38474,3.63,5.0,6.0,No,89,Pass
38475,3.08,5.6,5.0,No,82,Pass
38476,4.0,8.5,4.9,Yes,93,Pass
38477,3.07,5.9,5.5,No,77,Pass
38478,2.62,4.9,7.5,No,68,Pass
38479,4.0,2.4,10.0,No,98,Pass
38480,3.78,5.3,9.6,No,90,Pass
38481,4.0,3.7,8.1,No,90,Pass
38482,4.0,7.1,5.6,No,94,Pass
38483,4.0,5.4,7.9,No,100,Pass
38484,3.25,9.3,10.0,Yes,82,Pass
38485,2.54,8.8,7.199999999999999,Yes,61,Pass
38486,4.0,1.8,5.0,No,100,Pass
38487,3.9,7.4,6.6,No,100,Pass
38488,4.0,3.5,7.6,No,100,Pass
38489,3.85,1.4,9.5,No,100,Pass
38490,4.0,6.2,5.8,No,94,Pass
38491,3.44,2.7,4.5,No,84,Pass
38492,2.77,4.8,5.2,No,73,Pass
38493,2.71,5.2,7.3,No,71,Pass
38494,3.14,1.7,6.1,No,74,Pass
38495,3.36,6.3,5.5,No,90,Pass
38496,3.41,4.5,7.7,No,85,Pass
38497,3.32,8.7,6.6,Yes,93,Pass
38498,4.0,7.0,6.3,No,100,Pass
38499,3.62,6.1,6.6,No,85,Pass
38500,4.0,4.8,3.3,No,100,Pass
38501,4.0,6.9,5.6,No,100,Pass
38502,2.57,6.4,8.6,No,56,Pass
38503,4.0,2.2,7.6,No,100,Pass
38504,4.0,1.6,7.1,No,100,Pass
38505,4.0,7.4,5.5,No,91,Pass
38506,4.0,7.4,9.3,No,98,Pass
38507,3.36,5.3,10.0,No,88,Pass
38508,3.34,4.1,6.3,No,84,Pass
38509,2.87,5.9,9.0,No,73,Pass
38510,4.0,4.0,8.6,No,98,Pass
38511,4.0,6.4,6.0,No,100,Pass
38512,4.0,4.3,9.9,No,96,Pass
38513,3.75,3.2,9.5,No,98,Pass
38514,4.0,4.0,4.6,No,97,Pass
38515,3.67,5.0,4.8,No,78,Pass
38516,4.0,6.7,8.9,No,99,Pass
38517,4.0,7.8,5.3,No,94,Pass
38518,3.48,1.0,8.7,No,87,Pass
38519,3.91,5.4,4.9,No,100,Pass
38520,3.26,3.6,5.3,No,77,Pass
38521,2.46,7.2,7.699999999999999,No,60,Pass
38522,4.0,3.1,5.6,No,100,Pass
38523,3.43,3.4,9.5,No,84,Pass
38524,4.0,3.6,6.2,No,95,Pass
38525,2.98,4.6,7.2,No,87,Pass
38526,3.17,4.3,10.0,No,74,Pass
38527,4.0,5.8,6.4,No,96,Pass
38528,2.94,3.8,6.6,No,59,Pass
38529,4.0,7.9,7.5,No,100,Pass
38530,3.82,3.6,5.8,No,97,Pass
38531,4.0,7.9,7.4,No,100,Pass
38532,4.0,7.7,6.3,No,100,Pass
38533,4.0,5.5,8.7,No,100,Pass
38534,4.0,6.4,5.8,No,100,Pass
38535,4.0,5.8,5.6,No,92,Pass
38536,3.45,5.9,6.4,No,85,Pass
38537,3.24,5.5,10.0,No,87,Pass
38538,3.21,5.9,5.0,No,89,Pass
38539,3.36,5.7,8.9,No,75,Pass
38540,3.59,4.6,6.4,No,90,Pass
38541,3.82,5.6,6.4,No,86,Pass
38542,3.41,3.5,7.1,No,81,Pass
38543,4.0,7.3,5.4,No,95,Pass
38544,4.0,2.3,7.2,No,100,Pass
38545,4.0,6.8,7.7,No,100,Pass
38546,3.94,6.0,8.5,No,97,Pass
38547,4.0,7.3,6.2,No,93,Pass
38548,4.0,3.8,7.5,No,94,Pass
38549,4.0,5.2,5.9,No,91,Pass
38550,2.95,4.7,3.1,No,83,Pass
38551,4.0,2.8,3.0,No,100,Pass
38552,4.0,3.0,3.8,No,92,Pass
38553,4.0,1.0,9.4,No,98,Pass
38554,3.99,9.3,5.4,No,99,Pass
38555,2.73,4.4,6.2,No,73,Pass
38556,3.32,5.0,6.0,No,92,Pass
38557,4.0,2.0,6.9,No,98,Pass
38558,2.26,5.3,5.2,No,58,Pass
38559,3.74,4.3,8.0,No,96,Pass
38560,2.94,1.0,10.0,No,76,Pass
38561,3.68,3.0,6.3,No,89,Pass
38562,3.14,9.7,2.9,No,80,Pass
38563,4.0,4.5,3.5,No,97,Pass
38564,3.68,4.5,9.3,No,100,Pass
38565,2.9,1.1,9.7,No,70,Pass
38566,4.0,2.8,9.9,No,100,Pass
38567,4.0,5.5,5.9,No,100,Pass
38568,2.54,6.5,9.0,No,72,Pass
38569,3.29,3.5,7.3,No,90,Pass
38570,4.0,5.4,7.9,No,96,Pass
38571,3.0,9.0,8.5,No,77,Pass
38572,2.95,4.7,7.1,No,67,Pass
38573,3.67,7.0,8.3,No,90,Pass
38574,3.27,5.1,9.6,No,83,Pass
38575,3.95,4.8,8.8,No,97,Pass
38576,4.0,5.7,7.6,No,99,Pass
38577,4.0,6.7,6.5,No,95,Pass
38578,2.68,9.4,4.8,No,67,Pass
38579,3.15,4.9,5.5,No,84,Pass
38580,3.0,1.0,8.0,No,71,Pass
38581,3.09,2.3,6.6,No,77,Pass
